College Name,Place,Logo Link
Y. B. Chavan College of Pharmacy,"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470461619logo.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth Dental College and Hospital,"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1425012769BharatiLogowithtext.png?h=43&w=43&mode=stretch
Rashtrasant Tukadoji Maharaj Nagpur University - [RTMNU],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1472882750Rashtrasant_Tukadoji_Maharaj_Nagpur_University_logo.jpg?h=43&w=43&mode=stretch
Priyadarshini Institute of Architecture and Design Studies- [PIADS],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1638524081193907396444606524205604156876697167790614o.jpg?h=43&w=43&mode=stretch
College of Computer Sciences,"Pune, Maharashtra","https://images.collegedunia.com/public/college_data/images/logos/1415438762College-LOGO,,,.jpg?h=43&w=43&mode=stretch"
The New College,"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1526904826logo.jpg?h=43&w=43&mode=stretch
ASM's College of Commerce,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1606392887Logo.png?h=43&w=43&mode=stretch
Symbiosis School of Sports Sciences - [SSSS],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1540804766ssssLogo.png?h=43&w=43&mode=stretch
Dr. BMN College of Home Science,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/139885576717536.JPG?h=43&w=43&mode=stretch
MIT School of Management - [MIT-SOM],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1506066527logo.jpg?h=43&w=43&mode=stretch
Christ College,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1393233505Christ College852.png?h=43&w=43&mode=stretch
Panchavati College of Management & Computer Science - [PCMCS],"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/148491454816778.jpg?h=43&w=43&mode=stretch
Maharashtra National Law University - [MNLU],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1510817155newlogo.png?h=43&w=43&mode=stretch
Army Institute of Technology - [AIT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1477054294AIT_Pune_logo.gif?h=43&w=43&mode=stretch
Dr. Bhanuben Nanavati College of Pharmacy,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1425298837Home_BNCP-logo.png?h=43&w=43&mode=stretch
Smt Kishoritai Bhoyar College of Pharmacy,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423486794ijk.png?h=43&w=43&mode=stretch
Bharati Vidyapeeth Deemed University - [BVDU],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1435319738jpjpj.jpg?h=43&w=43&mode=stretch
Dhule Charitable Society's Institute of Pharmacy,"Dhule, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col9381.jpg?h=43&w=43&mode=stretch
Rizvi Institute of Management Studies and Research - [RIMSR],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1694413328Screenshot20230911115030.png?h=43&w=43&mode=stretch
Abeda Inamdar Senior College,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1562845806original.jpg?h=43&w=43&mode=stretch
SIES College of Arts Science and Commerce - [SIES ASCS],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col3860.jpg?h=43&w=43&mode=stretch
ASM's Institute of Business Management & Research - [IBMR],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1485856611148585600845.jpg?h=43&w=43&mode=stretch
Symbiosis Law School - [SLS],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1555313323slslogo1.png?h=43&w=43&mode=stretch
Smt Hiraben Nanavati Institute of Management & Research for Women - [HNIMR],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1428399189Capture123.jpg?h=43&w=43&mode=stretch
Appasaheb Birnale College of Pharmacy,"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/13952102772.png?h=43&w=43&mode=stretch
MIT College of Management - [MITCOM] Kothrud,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1473931816Capture logo.jpg?h=43&w=43&mode=stretch
Yashwantrao Chavan Maharashtra Open University- [YCMOU],"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1504596512logo.png?h=43&w=43&mode=stretch
Anand Niketan College of Agriculture,"Chandrapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423053897anca-logo1.jpg?h=43&w=43&mode=stretch
Veermata Jijabai Technological Institute - [VJTI],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1413914280vmji.jpg?h=43&w=43&mode=stretch
Ramniranjan Jhunjhunwala College - [R.J.C],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1515241499logonew12.png?h=43&w=43&mode=stretch
Abasaheb Garware Institute of Management Studies - [AGIMS],"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col17050.jpg?h=43&w=43&mode=stretch
GH Raisoni College of Engineering - [GHRCE],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1657026390CopyofGHRCENagpur.png?h=43&w=43&mode=stretch
Mukesh Patel School of Technology Management and Engineering - [MPSTME],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1506323998Logo.jpg?h=43&w=43&mode=stretch
Sardar Patel Institute of Technology - [SPIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16336900566237748820344441900178615267475362148777984n.png?h=43&w=43&mode=stretch
Shri Ramdeobaba College of Engineering and Management - [RCOEM],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394011873Shri Ramdeo Baba Kamla Nehru Engineering College.png?h=43&w=43&mode=stretch
Rajaram Shinde Degree College of Architecture,"Ratnagiri, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1436606931222.png?h=43&w=43&mode=stretch
Bapuraoji Deshmukh Degree College of Architecture,"Wardha, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422947225logo.gif?h=43&w=43&mode=stretch
Marathwada Institute of Management and Research - [MIMR],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1598251471Logo.jpg?h=43&w=43&mode=stretch
Dr Balasaheb Sawant Konkan Krishi Vidyapeeth - [DBSKKV],"Ratnagiri, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1463643584Capture.jpg?h=43&w=43&mode=stretch
DAV Velankar College of Commerce,"Solapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423152534download.png?h=43&w=43&mode=stretch
Dr. Babasaheb Ambedkar College of Law,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1495020085vvvvvvvvvvvvvvvvvvvvvvvvvvv.jpg?h=43&w=43&mode=stretch
Yeshwantrao Chavan College of Engineering - [YCCE],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1664172577Screenshot20220926113640.png?h=43&w=43&mode=stretch
K. K. Wagh Agriculture and Agriculture Allied Colleges,"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1661855264index.jpg?h=43&w=43&mode=stretch
Loknete Mohanrao Kadam College of Agriculture - [LMK],"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1602836483Logo.png?h=43&w=43&mode=stretch
Parle Tilak Vidyalaya Association’s Institute of Management - [PTVA],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14908579478.jpg?h=43&w=43&mode=stretch
Annasaheb Ramesh Ajmera College of Pharmacy,"Dhule, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col9250.jpg?h=43&w=43&mode=stretch
Dr. DY Patil Institute of Hotel Management & Catering Technology - [DYPIHMCT ] Thatawade,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16213214201588090407phpHMudFW.png?h=43&w=43&mode=stretch
Ramkrishna Bajaj College of Agriculture,"Wardha, Maharashtra",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Vinayakrao Patil Mahavidyalaya,"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470469826vinayk logo1.png?h=43&w=43&mode=stretch
Godavari Institute of Management and Research - [GIMR],"Jalgaon, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col17708.jpg?h=43&w=43&mode=stretch
Vasantrao Naik Marathwada Krishi Vidyapeeth - [VNMKV],"Parbhani, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1440052904jpjpjpjjp.jpg?h=43&w=43&mode=stretch
Tirpude Institute of Management Education - [TIME],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478871098logo.jpg?h=43&w=43&mode=stretch
GNVS Institute of Management - [GNVSIOM],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1590123807Untitled.png?h=43&w=43&mode=stretch
Dr Ambedkar College,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col45984.jpg?h=43&w=43&mode=stretch
Kapol Vidyanidhi College of Management and Technology,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1502976519sitelogo.jpg?h=43&w=43&mode=stretch
RC Patel Institute of Pharmaceutical Education and Research - [RCPIPER],"Shirpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1660982884SES.png?h=43&w=43&mode=stretch
Zeal Institute of Management and Computer Application - [ZIMCA] Narhe,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1585720206unnamedCopy2.png?h=43&w=43&mode=stretch
Dr. Moonje Institute of Management and Computer Studies - [DMIMCS],"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1709374342WhatsAppImage20240301at14.51.37.jpeg?h=43&w=43&mode=stretch
Vivekanand College of Agriculture,"Buldhana, Maharashtra",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Shri Shivaji College of Arts Commerce and Science,"Akola, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col4454.jpg?h=43&w=43&mode=stretch
Kohinoor International Management Institute - [KIMI],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1522823776Logo.jpg?h=43&w=43&mode=stretch
GH Raisoni College of Commerce Science and Technology - [GHRCCST],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1657022474GHRCCSTNagpur.png?h=43&w=43&mode=stretch
Bombay Teachers' Training College - [BTTC],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14240188081424018314139935781119905.jpg?h=43&w=43&mode=stretch
B.P.H.E. Society's Institute of Management Studies Career Development & Research - [IMSCDR],"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1500381788paintims.jpg?h=43&w=43&mode=stretch
Shivaji University - [SUK],"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/uv25723.jpg?h=43&w=43&mode=stretch
Central India College of Law & LLM,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1426595622cicl-logo1.jpg?h=43&w=43&mode=stretch
Dr. D.Y. Patil Institute of Pharmaceutical Sciences and Research - [DYPIPSR] Pimpri,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1687413790111.png?h=43&w=43&mode=stretch
Walchand College of Engineering - [WCE],"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/13948601641.png?h=43&w=43&mode=stretch
MIT World Peace University - [MIT-WPU],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1705479788MITWPUshortformlogoredandblue1.png?h=43&w=43&mode=stretch
Vishwakarma Institute of Information Technology - [VIIT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14770358991476788676Untitled.png?h=43&w=43&mode=stretch
Humera Khan Institute of Management Studies and Research - [HKIMSR],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394177751Humera Khan Institute of Management Studies.png?h=43&w=43&mode=stretch
ITM Institute of Hotel Management - [ITM-IHM],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1590221750Logo.jpg?h=43&w=43&mode=stretch
Ramrao Adik Institute of Technology - [RAIT],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1459928047d-y-patil-technology.png?h=43&w=43&mode=stretch
Sardar Patel College of Engineering - [SPCE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1564745112images.jpeg?h=43&w=43&mode=stretch
SS Girls College,"Gondiya, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col3937.jpg?h=43&w=43&mode=stretch
K. J. Somaiya College of Engineering - [KJSCE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1678082650SomaiyaUniversityLogo.png?h=43&w=43&mode=stretch
Institute of Design Education and Architectural Studies - [IDEAS],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1653038483ideaslogo.jpg?h=43&w=43&mode=stretch
Pimpri Chinchwad College of Engineering - [PCCOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1600278436Screenshot20200916231559.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth’s College of Pharmacy - [BVCOP],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1627189599logo.jpeg?h=43&w=43&mode=stretch
MKSSS's Cummins College of Engineering for Women,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1471334361LOGO.jpg?h=43&w=43&mode=stretch
Dwarkadas J Sanghvi College of Engineering - [DJSCE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1516432958lgofffvukijm.jpg?h=43&w=43&mode=stretch
Thakur College of Engineering and Technology - [TCET],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1472041787Capture.jpg?h=43&w=43&mode=stretch
GH Raisoni Law School - [GHRLS],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1622279942Screenshot20210529144031.png?h=43&w=43&mode=stretch
Pravara Rural College of Architecture Loni,"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1421670961Pravara-Rural-College-of-Architecture-Rahate-.jpg?h=43&w=43&mode=stretch
Ecole Hoteliere Lavasa,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col7903.jpg?h=43&w=43&mode=stretch
Thakur Shyamnarayan College of Education and Research - [TSCER],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423211511tscer-logo1.jpg?h=43&w=43&mode=stretch
Pushpanjali College of Education,"Palghar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1471438315Untitled.png?h=43&w=43&mode=stretch
Dr. D.Y. Patil Arts,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1687939716Untitled.jpg?h=43&w=43&mode=stretch
Govindrao Wanjari College of Law - [GWCL],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1493636862cgfjfhggk.png?h=43&w=43&mode=stretch
National Institute of Virology - [NIV],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423656458zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth College of Pharmacy - [BVCOP],"Kolhapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1604221133Logo.png?h=43&w=43&mode=stretch
Hislop College,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422616392logoty.png?h=43&w=43&mode=stretch
SGS Tuli College of Education,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1428312043logo.jpg?h=43&w=43&mode=stretch
Maharashtra Animal and Fishery Sciences University - [MAFSU],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1414578216mlogo.png?h=43&w=43&mode=stretch
Mula Society College of Education Sonai,"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/asset/img/placeholders/logo_placeholder_70X70.png?h=43&w=43&mode=stretch
Chembur Sarvankash Shikshan Shastra Mahavidyalaya - [CSSSM],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422858574CaptureDVEDV.jpg?h=43&w=43&mode=stretch
Bombay Veterinary College - [BVC],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470640765Untitled.png?h=43&w=43&mode=stretch
Shri Balasaheb Tirpude College Of Hotel Management and Catering Technology,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col8111.jpg?h=43&w=43&mode=stretch
Bharatiya Kala Prasarini Sabha's College of Architecture - [BKPS],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1417165130Logo 38.jpg?h=43&w=43&mode=stretch
Gandhi Shikshan Bhavan's Smt Surajba College of Education,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422953757lgo.jpg?h=43&w=43&mode=stretch
Sophia Polytechnic,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1432286327sa logo22.png?h=43&w=43&mode=stretch
Aishabai College of Education,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422855833logo.png?h=43&w=43&mode=stretch
Asmita College of Architecture,"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470734495jufj.jpg?h=43&w=43&mode=stretch
Atharva College of Fashion and Arts - [ACFA],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col6758.jpg?h=43&w=43&mode=stretch
Maeer's Maharashtra Institute of Pharmacy - [MIP],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/14782615401.png?h=43&w=43&mode=stretch
Sinhgad College of Science - [SCOS] Ambegaon,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423718117zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
Dr. Ambedkar College of Law,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col8710.jpg?h=43&w=43&mode=stretch
KC Law College - [KCLC],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1471349027m logo.png?h=43&w=43&mode=stretch
Gramonnati Mandal's Arts,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1424670277jpeg.jpg?h=43&w=43&mode=stretch
National Research Centre For Citrus - [NRCC],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1420440238logo.jpg?h=43&w=43&mode=stretch
PWS College of Arts & Commerce,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423485189Captureefew.jpg?h=43&w=43&mode=stretch
VES College of Pharmacy - [VESCOP],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16896547741659174354Screenshot202207301341501.jpg?h=43&w=43&mode=stretch
Bharatiya Jain Sanghatana's Arts,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col595.jpg?h=43&w=43&mode=stretch
Shreemati Nathibai Damodar Thackersey Women's University - [SNDT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1432819391p.jpg?h=43&w=43&mode=stretch
Dr DY Patil College of Pharmacy Akurdi,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423823570zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
Radhika Adhyapak Mahavidyalaya,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1428053324logo.jpg?h=43&w=43&mode=stretch
MVP Samaj's College of Pharmacy,"Nashik, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1568029107unnamed.jpg?h=43&w=43&mode=stretch
K. J. Somaiya College of Education,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1658743198Screenshot20220725122243.png?h=43&w=43&mode=stretch
Modern College of Pharmacy Nigdi,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423894624zoutons-online-coupons.jpg?h=43&w=43&mode=stretch
College of Agriculture,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1427355103college of.jpg?h=43&w=43&mode=stretch
Hansraj Jivandas College of Education,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1423823712hjce-logo1.jpg?h=43&w=43&mode=stretch
St Francis De Sales College - [SFS],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1425440993pic12.jpg?h=43&w=43&mode=stretch
Chhatrapati Shivaji Maharaj College of Education - [CSMCE],"Ahmednagar, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1424683749CaptureDCSX.jpg?h=43&w=43&mode=stretch
Dr. Panjabrao Deshmukh Krishi Vidyapeeth - [PDKV],"Akola, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1464602201Capture.JPG1.jpg?h=43&w=43&mode=stretch
Nagrik Shikshan Sanstha College of Education - [NSSCE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1479292575sdgdgfh.jpg?h=43&w=43&mode=stretch
Central Institute of Cotton Research- [CICR],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col6537.jpg?h=43&w=43&mode=stretch
SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],"Navi Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1580819378nmimslogo.jpg?h=43&w=43&mode=stretch
Sinhgad College of Architecture - [SCOA],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1616861893Logo.jpg?h=43&w=43&mode=stretch
College of Agricultural Biotechnology,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/col6556.jpg?h=43&w=43&mode=stretch
Guru Nanak College of Education And Research - [GNCER],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1427869168opopo..png?h=43&w=43&mode=stretch
Smt. P.N. Doshi Women's College,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1630315077SPNDoshiCollegeLogo.png?h=43&w=43&mode=stretch
WLCI School of Fashion,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1477459578logo.jpg?h=43&w=43&mode=stretch
Jyotiba Fule College of Education,"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1425884623jpeg.jpg?h=43&w=43&mode=stretch
Poona College of Arts,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1672983860index.jpg?h=43&w=43&mode=stretch
Sardar Patel Mahavidyalaya - [SPM],"Chandrapur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1493726085vhmgnv.png?h=43&w=43&mode=stretch
FLAME University,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16080253792200814415265217707348355190478577708880898n.png?h=43&w=43&mode=stretch
Vishwakarma Institute of Technology,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/15051133621504862805VishwakarmaInstituteofTechnologyBibwewadi1.png?h=43&w=43&mode=stretch
Amity University,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1619948928100038867719407762618265865125009141285369n.jpg?h=43&w=43&mode=stretch
Bharati Vidyapeeth Deemed University,"Sangli, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1395144527AA.png?h=43&w=43&mode=stretch
Indian Institute of Information Technology - [IIIT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/148497797557979l.jpg?h=43&w=43&mode=stretch
Arun Muchhala International College of Hotel Managment - [AMIHMCT],"Thane, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478930958logo.png?h=43&w=43&mode=stretch
Suryadatta College of Management,"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1586429658sulogo.jpeg?h=43&w=43&mode=stretch
NIEM The Institute of Event Management,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1487326950logo.png?h=43&w=43&mode=stretch
Thadomal Shahani Engineering College - [TSEC],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1654315104index.png?h=43&w=43&mode=stretch
Vidyalankar Institute of Technology - [VIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1613735561Logo.png?h=43&w=43&mode=stretch
Indian Institute of Information Technology - [IIIT],"Nagpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1484201094D.jpg?h=43&w=43&mode=stretch
Dr Babasaheb Ambedkar Marathwada University - [BAMU],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1394447094Dr. Babasaheb Ambedkar Marathwada University.png?h=43&w=43&mode=stretch
IES College of Architecture,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1422968231ies.jpg?h=43&w=43&mode=stretch
RC Patel Institute of Technology - [RCPIT],"Shirpur, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16639336542.SESLOGO.png?h=43&w=43&mode=stretch
St.  Francis Institute of Technology - [SFIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1661936694index.jpg?h=43&w=43&mode=stretch
Atharva College of Engineering,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470748917logooooo.jpg?h=43&w=43&mode=stretch
Don Bosco Institute of Technology - [DBIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/15012372801470725104logo11.png?h=43&w=43&mode=stretch
Government College of Engineering - [GECA],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1470375190govt en lo.jpg?h=43&w=43&mode=stretch
PES College of Engineering - [PESCOE],"Aurangabad, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1664176055index.png?h=43&w=43&mode=stretch
Symbiosis Institute of Technology - [SIT],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1587476664logo3.png?h=43&w=43&mode=stretch
Terna Engineering College Navi Mumbai,"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/16284956771628324795LogoTernaFinalTernaEngineeringCollege1.png?h=43&w=43&mode=stretch
Vivekanand Education Society Institute of Technology - [VESIT],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1662549226VesitLogo.png?h=43&w=43&mode=stretch
International School of Engineering - [INSOFE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1583228568Logo.jpg?h=43&w=43&mode=stretch
Government College of Engineering - [GCOEA],"Amravati, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1515676464Capturelogo1.jpg?h=43&w=43&mode=stretch
Rizvi College of Engineering - [RCOE],"Mumbai, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1515218642logoedt.png?h=43&w=43&mode=stretch
Shri Guru Gobind Singhji Institute of Engineering and Technology - [SGGSIE&T],"Nanded, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1478756688Untitled.png?h=43&w=43&mode=stretch
MIT Academy of Engineering - [MITAOE],"Pune, Maharashtra",https://images.collegedunia.com/public/college_data/images/logos/1483505787logo  new 1.png?h=43&w=43&mode=stretch
